email,company_name,website,city,state,profession
mntdentist@michaelewertdds.com,"Lake Gregory Family Dental Practice",http://michaelewertdds.com,Crestline,California,"Dental clinic"
fremont@missionpeakdental.com,"Mission Peak Dental Care",http://missionpeakdental.com,Fremont,California,"Dental clinic"
sanjose@smiles-r-us.com,"Smiles-R-Us Family Dental Group Fremont",http://smiles-r-us.dentist,Fremont,California,"Cosmetic dentist"
drandrea@fremontpediatricdental.com,"Fremont Pediatric Dental Dr. Andrea Salazar Dinh DDS Inc.",http://www.fremontpediatricdental.com,Fremont,California,"Paediatric Dentist"
drrega@sanramonoralsurgery.com,"Tri Valley Oral Surgery and Dental Implants",http://www.trivalleyoralsurgery.com,Fremont,California,"Oral surgeon"
tricityhealthcenter@tri-cityhealth.org,"Tri-City Health Center- Irvington Clinic",https://tri-cityhealth.org,Fremont,California,"Dental clinic"
smile@waterfordfamilydental.com,"Newpark Mall Family Dental Group",https://www.newparkmallfamilydental.com,Newark,California,"Dental clinic"
drsandhu@softtouchdentalpractice.com,"Soft Touch Dental Practice: Jaswinder Sandhu DDS",https://madelynsesthetics.com,"Union City",California,"Cosmetic dentist"
smile@foothillsquaredental.com,"Foothill Square Dental Center",http://www.foothillsquaredental.com,Milpitas,California,"Dental clinic"
treatment@smilesdental.com,"Smiles Dental Care",https://smilesdental.com,"Mountain View",California,"Dental clinic"
zhoudds@identalfremont.com,"Dr. Jufen Zhou - iDental Fremont",http://www.identalfremont.com,Fremont,California,"Cosmetic dentist"
danielle@daniellewehle.com,"Willow Glen Dental Care",https://www.willowglendentalcare.com,"San Jose",California,"Dental clinic"
rsgeronimo@att.net,"Rosalie Geronimo DMD",http://rgeronimodmd.wix.com,Fremont,California,"General Dentistry"
v.kasprzyk@dentalasc.com,"Fresno Dental Surgery Center",http://dentalasc.com,Fresno,California,"Dental clinic"
dds@itoothfresno.com,"iTooth Dentistry",http://www.itoothfresno.com,Fresno,California,"Dental clinic"
xlanning@happyteethdental.org,"Happy Teeth Dental",https://www.happyteethcv.com,Fresno,California,"Dental clinic"
drmirelez@mirelezdental.com,"Mirelez Wellness Dental",https://www.mirelezdental.com,Fresno,California,"Cosmetic dentist"
rafael@hispanodental.com,"Hispano Dental Care",https://hispanodentalcare.business.site,Fresno,California,"Dental clinic"
abeautifulsmile@sbcglobal.net,"A Beautiful Smile",http://www.abeautifulsmilefresno.com,Fresno,California,"Cosmetic dentist"
fresno1@mykidsdentistonline.com,"My Kids Dentist & Orthodontics",https://www.mkdmarketplace.com,Fresno,California,"Paediatric Dentist"
clovis@fresnooralsurgery.com,"Fresno Oral Maxillofacial Surgery & Dental Implant Center and Wisdom Teeth",https://fresnooralsurgery.com,Madera,California,"Oral surgeon"
consumers@thegeneral.com,"Delta Dental",http://www.thegeneral.com,Fresno,California,"Insurance agency"
eric.ransone@ameritas.com,"Ameritas Group Dental",https://www.ameritas.com,Fresno,California,"Insurance agency"
leslie@myfresnodentist.com,"Bryan C. Fung D.D.S.",http://www.myfresnodentist.com,Fresno,California,"Cosmetic dentist"
smile@mykidsdentistonline.com,"My Kids Dentist & Orthodontics",https://www.mkdcloviscrossing.com,Clovis,California,"Paediatric Dentist"
smile@drbenfamilydentist.com,"Ben Magleby DDS",http://drbenfamilydentist.com,Clovis,California,"General Dentistry"
hotels@greystonehotels.com,"King George T DDS",http://kinggeorge.com,Fresno,California,"Oral Surgeons"
dr@robertlsimondds.com,"Robert L. Simon DDS MSD Board Certified Prosthodontist",http://www.robertlsimondds.com,Fullerton,California,"Cosmetic dentist"
jewel@drjinkim.com,"Dental Hygiene Seminars",http://dentalhygieneseminars.com,"Diamond Bar",California,"Dental implants periodontist"
drtoorani@dentaloasisofoc.com,"Dental Oasis of Orange County",https://www.dentaloasisofoc.com,"Huntington Beach",California,"Cosmetic Dentist"
drraja@rbhogaldds.com,"NORCAL DENTAL GROUP",http://mynorcaldental.com,Hayward,California,"Dental clinic"
sanleandro@kbdental.org,"SAN LEANDRO DENTAL STUDIO",https://www.kbdental.org,"San Leandro",California,"Cosmetic dentist"
harris@y3ti.com,"UCSF Buchanan Dental Center",https://www.ucsfdentalcenter.org,"San Francisco",California,"Dental clinic"
drheidi@hausauerdds.com,"Heidi K Hausauer DDS",https://www.heidihausauerdds.com,"Castro Valley",California,"General Dentistry"
jim.usdan@dentistry4children.com,"Dentistry For Children",http://dentistry4children.com,Oakland,California,"Paediatric Dentist"
goldnsoul8@gamil.com,"General Dentistry for Children",https://www.goldnsoul.com,"San Ramon",California,"Pediatric Dentist"
dublinplazadental@sbcglobal.net,"Dublin Plaza Dental",http://dublinplazadental.com,Dublin,California,"Cosmetic dentist"
dentist@janicestamariareal.com,"Janice Sta. Maria-Real DMD",http://www.janicestamariareal.com,"San Leandro",California,"General Dentistry"
smile@ayoubdentalcorp.com,"Dentist Huntington Beach CA - Dr. Sam Ayoub DDS",https://ayoubdentalcorp.com,"Huntington Beach",California,"Cosmetic dentist"
baldwin.dental@earthlink.net,"Richard H Baldwin D.M.D.",http://hbdentist.com,"Huntington Beach",California,"Cosmetic dentist"
mydentist@pearlywhitedental.com,"Pearly White Dental",http://www.pearlywhitedental.com,"Huntington Beach",California,"Cosmetic dentist"
or@parkdentalhb.com,"Park Pediatric and General Dentistry",https://parkdentalhb.com,"Huntington Beach",California,"Paediatric Dentist"
indio@ejdental.com,"EJ Dental",http://www.ejdental.com,Indio,California,"Dental clinic"
rebekah@usababytree.com,"Ernesto C Abadilla Jr. DDS Family Dentistry",https://www.babytreesurrogacy.com,"Palm Desert",California,"Dental clinic"
morgan@desertbraces.com,"Schantz & Moranda Orthodontic Care",http://www.desertbraces.com,"Palm Desert",California,"Dental clinic"
magic@magicsmilefamilydentistry.com,"Magic Smile Family Dentistry",http://www.magicsmilefamilydentistry.com,Lawndale,California,"Dental clinic"
drkathy@drkathydmd.com,"Dynamic Dental Specialties",https://drkathydmd.com,"Los Angeles",California,"General Dentistry"
drpanah@dentalesthetics.net,"Manhattan Beach Dental Esthetics",https://dentalesthetics.net,"Manhattan Beach",California,"Cosmetic Dentist"
beachsidesmiles@att.net,"Beachside Smile",http://www.beachsidesmiles.com,"Manhattan Beach",California,"General Dentistry"
drm@irvineendodontics.com,"Irvine Endodontics",http://www.irvineendodontics.com,Irvine,California,"Dental clinic"
dr@preservationdentistry.com,"Preservation Dentistry",http://www.preservationdentistry.com,Irvine,California,"Dental clinic"
dr@drghayoumi.com,"Nooshin Ghayoumi DDS",https://www.drghayoumi.com,Irvine,California,"Dental implants periodontist"
smile@advancedairwayhealth.com,"Advanced Airway Health",http://snoringkills.com,Irvine,California,"Dental clinic"
ssullivan@ddsmatch.com,"Dental & Optometry Practices for Sale by Practice Trader",https://www.practicetrader.com,Irvine,California,"General Dentistry"
info.lh@briandentalcare.com,"Brian Dental Care",https://briandentalcare.com,Tustin,California,"General Dentistry"
roghani@kidfriendlydental.com,"Kid Friendly Dental",https://www.kidfriendlydental.com,Tustin,California,"Paediatric Dentist"
doc@tcsdental.com,"Aesthetic Dental Designs",https://www.aestheticdentaldesigns.com,"Laguna Niguel",California,"Cosmetic dentist"
markcruz@markacruzdds.com,"Mark A Cruz DDS",http://www.markacruzdds.com,"Dana Point",California,"Dental clinic"
jackie@lagunasurgical.com,"Laguna Surgical & Cosmetic Specialists",http://www.lagunasurgical.com,"Laguna Niguel",California,"Oral surgeon"
lagunaimplants@sbcglobal.net,"E. Clark Wright D.D.S. MS Ed",http://www.lagunaimplants.com,"Laguna Hills",California,"Dental implants periodontist"
dentist@ariadentalcare.com,"Aria Dental",https://www.ariadentalcare.com,"Mission Viejo",California,"Cosmetic dentist"
lynnem@wheresmilesstart.com,"South OC Pediatric Dentistry",https://www.wheresmilesstart.com,"Mission Viejo",California,"Paediatric Dentist"
exceptionaldentistry@jamespowelldds.com,"Exceptional Dentistry",https://www.exceptionaldentistryca.com,Palmdale,California,"Cosmetic dentist"
drgeorged@verizon.net,"George Dracopoulos Inc",https://drgeorgedentist.com,Lancaster,California,"Dental clinic"
palmdale1@mykidsdentistonline.com,"My Kids Dentist & Orthodontics",https://www.mykidsdentistpalmdale.com,Palmdale,California,"Paediatric Dentist"
familytree@ddsphillips.com,"Family Tree Dentistry",http://www.ddsphillips.com,"Santa Clarita",California,"General Dentistry"
hattardental@sbcglobal.net,"Stoney Creek Dental",http://www.elainehattardds.com,"Canyon Country",California,"Cosmetic dentist"
hroth@vinsa.us,"Vinsa Insurance Associates",http://www.vinsa.us,Lancaster,California,"Insurance agency"
records@livermorekidsdentist.com,"Pediatric Dentistry and Orthodontics of Livermore",http://www.livermorekidsdentist.com,Livermore,California,"Paediatric Dentist"
quincy.glass@geha.com,"Vasco Dental",https://www.ppousa.com,Livermore,California,"Dental clinic"
mkdlivermore@smilegeneration.com,"My Kids Dentist & Orthodontics",https://www.mkdlivermore.com,Livermore,California,"Paediatric Dentist"
vjonas@axishealth.org,"Axis Community Health - Dental Clinic",http://www.axishealth.org,Dublin,California,"Dental clinic"
ptown@mysmilelabs.com,"SmileLabs of Pleasanton",http://www.smilelabsofpleasanton.com,Pleasanton,California,"Teeth whitening service"
appointments@hillsdaledentalcare.com,"Hillsdale Dental Care",https://www.hillsdaledentalcare.com,"San Jose",California,"Dental clinic"
drpries@priesdental.com,"Pries Dental Care",http://www.priesdental.com,"San Jose",California,"Dental clinic"
lorencethomasdds@att.net,"Thomas Lorence DDS",http://www.lorencethomasdds.com,Livermore,California,"Oral Surgeons"
doctor@smilesonclark.com,"Smiles on Clark",http://www.smilesonclark.com,"Santa Maria",California,"Cosmetic Dentist"
bkaoffice1@dds4kids.net,"Dentistry for Children",http://www.dds4kids.net,"Santa Maria",California,"Pediatric Dentist"
drterra@smilethespa.com,"Smile The Spa - Dr. Julio Terra DDS",https://www.smilethespa.com,"Long Beach",California,"Cosmetic dentist"
longbeachkidsdentistry@smilegeneration.com,"Long Beach Kids Dentistry and Orthodontics",https://www.longbeachkidsdentistry.com,"Long Beach",California,"Paediatric Dentist"
appointments@familydentistla.com,"Dan Benyamini DDS",http://www.familydentistla.com,"Los Angeles",California,"Emergency dental service"
smiles@southlanddentalcare.com,"Southland Dental Care",https://www.southlanddentalcare.com,"Sherman Oaks",California,"Dental implants periodontist"
drcancio@everestdentalcare.com,"Everest Dental Care",http://www.everestdentalcare.com,"Los Angeles",California,"Dental clinic"
studiocity@laskypediatricdental.com,"Lasky Pediatric Dental Group",http://laskypediatricdental.com,"Studio City",California,"Paediatric Dentist"
smile@thepalidentists.com,"The Palisades Dentists",http://www.thepalidentists.com,"Pacific Palisades",California,"Cosmetic dentist"
members@truedentaldiscounts.com,Tison,https://www.truedentaldiscounts.com,"Los Angeles",California,"General Dentistry"
board@picounionnc.org,"Pico Union Dental Clinic",http://www.picounionnc.org,"Los Angeles",California,"Dental clinic"
drvirginia@castelodental.com,"Castelo Virginia DDS",http://www.castelodental.com,"Los Angeles",California,"General Dentistry"
carmen.celis@verizon.net,"Scott A. Warner DDS",http://drwarner.net,"Pacific Palisades",California,"Cosmetic dentist"
drhaber@verizon.net,"Richard Haber D.D.S. Santa Monica Dentist",http://www.drhaber.net,"Santa Monica",California,"Cosmetic dentist"
drroth@agourakidsdental.com,"Shoreh Selki DDS",http://www.agourakidsdental.com,"Agoura Hills",California,"Pediatric dentist"
smile@jandentistry.com,"Kevin Jan DMD",http://jandentistry.com,"Westlake Village",California,"Cosmetic dentist"
brookdental1@verizon.net,"Brook Dental Office",http://www.brookdental.com,"Thousand Oaks",California,"Dental clinic"
smiles@warnervillagedental.com,"Warner Village Dental",http://www.warnervillagedental.com,"Woodland Hills",California,"Dental clinic"
chandanni@chandanni.com,"Snow White Cosmetic Dentistry",http://chandanni.com,"Newbury Park",California,"Dental clinic"
amal@ronaldwormserdmd.com,"Ronald P Wormser DMD",http://ronaldwormserdmd.com,"Pacific Palisades",California,"Cosmetic dentist"
tumwater@affordabledentalcare.com,"Affordable Dental Care",http://www.affordabledentalcare.com,Reseda,California,"General Dentistry"
confirm@pediatricdental.com,"Menlo Pediatric Dental",http://www.pediatricdental.com,"Menlo Park",California,"Paediatric Dentist"
kvoronin@stanfordhealthcare.org,"Jennifer Lehnhardt DDS - Stanford Children's Health",https://stanfordhealthcare.org,"Palo Alto",California,"Paediatric Dentist"
medicalrecords@ravenswoodfhc.org,"Ravenswood Family Dentistry",http://www.ravenswoodfhc.org,"East Palo Alto",California,"Dental clinic"
ccdentistry@myccdentistry.com,"Castro Commons General Dentistry",http://myccdentistry.com,"Mountain View",California,"General Dentistry"
mydentist@mtnviewdentistry.com,"Mountain View Family Dentistry",https://www.mtnviewdentistry.com,"Mountain View",California,"Dental clinic"
lucy@atwaterfamilydental.com,"Atwater Family Dental",http://www.atwaterfamilydental.com,Atwater,California,"General Dentistry"
drmelko@melkodds.com,"Melko Family Dentistry",http://melkodds.com,Modesto,California,"Dental clinic"
scheduler@riverbankdentist.com,"Crossroads Dental Group",http://www.riverbankdentist.com,Riverbank,California,"Cosmetic dentist"
manteca@kidssmileonline.com,"Kids Smile Dental and Orthodontics",http://www.kidssmileonline.com,Modesto,California,"Paediatric Dentist"
david@pda32.com,"Precision Dental Arts",http://www.pda32.com,Modesto,California,"General Dentistry"
smilespokane@mysmilelabs.com,"Central Valley Smile Labs",http://www.mysmilelabs.com,Modesto,California,"Teeth Whitening"
santaclara@accu-dental.com,"ACCU Dental & Orthodontics ",https://www.accu-dental.com,Seaside,California,"Dental implants periodontist"
mgrmonterey@myazdental.com,"AZ Dental - Monterey",https://www.myazdentalmontereyhwy.com,"San Jose",California,"Cosmetic dentist"
iselab@ccpdg.com,"Central Coast Pediatric Dental Group",https://centralcoastpediatricdentalgroup.com,Salinas,California,"Paediatric Dentist"
smile@brentjporterdds.com,"Brent J Porter DDS MS",https://www.brentjporterdds.com,"Santa Cruz",California,"Paediatric Dentist"
kathyd@ccpdg.com,"Yeung Jamie Y. D.D.S.",http://www.ccpdg.com,Seaside,California,"Pediatric Dentists"
huydodds@dentalfabulous.com,"Dental Fabulous",http://www.dentalfabulous.com,"Mountain View",California,"Dental clinic"
smile@mvkidsdentistsandbraces.com,"MV Kids Dentists and Braces",http://www.mvkidsdentistsandbraces.com,"Mountain View",California,"Paediatric Dentist"
gspd@doctorfazilat.com,"Growing Smiles Pediatric Dentistry",http://www.doctorfazilat.com,"Mountain View",California,"Paediatric Dentist"
bi@cherrychasedental.com,"Cherry Chase Dental",http://www.cherrychasedental.com,Sunnyvale,California,"Dental clinic"
fo@losaltoscosmeticdentist.com,"T. Alan Peterson DDS",https://www.losaltoscosmeticdentist.com,"Los Altos",California,"Cosmetic dentist"
christine@pcmgt.net,"Foothill Medical Dental Center",http://www.foothillmedicaldentalcenter.com,Sunnyvale,California,"Dental clinic"
appointments@drmogre.com,"Dr Mogre Oral Facial Surgery & Dental Implants",https://drmogre.com,"Mountain View",California,"Oral surgeon"
napa@oralsurgerydentalimplants.com,"Jeffrey D Politz DDS",http://www.pappaspolitzoms.com,Napa,California,"Oral surgeon"
krista@secondbreathomt.com,"Second Breath Orofacial Myofunctional Therapy",http://www.secondbreathomt.com,Napa,California,"Dental hygienist"
jerickson@sanderjacobs.com,"ISU Sander Jacobs Cassayre Insurance Services",https://www.sanderjacobs.com,Napa,California,"Insurance agency"
shalainegomez@fortmojave.com,"Fort Mojave Dental",http://mojaveindiantribe.com,Needles,California,"General Dentistry"
lauren@naturallywhitetx.com,"Naturally White",http://naturally-white.com,"Corona Del Mar",California,"Teeth whitening service"
liz@grahamplacement.com,"Graham Placement Agency",http://www.grahamplacement.com,Novato,California,"Dental hygienist"
drmcconnell@cosmeticdentistrymarin.com,"May Valley Dentistry",https://marinmoderndentistrymv.com,Richmond,California,"Dental clinic"
drsubido@larkspurfamilydentistry.com,"Larkspur Family Dentistry",http://www.larkspurfamilydentistry.com,Larkspur,California,"Dental clinic"
smile@smadentalmarin.com,"Dr. Joe Armel",http://finesmiles.com,"Corte Madera",California,"Cosmetic dentist"
drm@caface.com,"Dr. Nima Massoomi DMD MEd MD oral surgery and dental implants",https://www.drmassoomi.com,"San Francisco",California,"Oral surgeon"
greatteeth@att.net,"Richard J Curotto DDS",http://drcurotto.com,Oakland,California,"General Dentistry"
anya@teachmeaboutsex.com,"Scollard Michael DDS",http://teachmeaboutsex.com,Piedmont,California,"Oral Surgeons"
doctor@chinodds.com,"Tarsem L Singhal A Dental Corporation",https://www.chinodds.com,Chino,California,"Dental clinic"
chinohills3@mykidsdentistonline.com,"My Kids Dentist & Orthodontics",https://www.mykidsdentistchinohills.com,"Chino Hills",California,"Paediatric Dentist"
cs@denttaco.com,"DENTTA CO INC.",http://denttaco.com,Ontario,California,"Dental clinic"
cindy@horizonsdentistry.com,"Horizons Dentistry",http://horizonsdentistry.com,"Rancho Cucamonga",California,"General Dentistry"
srose@ocdentallab.com,"OC Cosmetic Dental Laboratory",http://ocdentallab.com,Orange,California,"Cosmetic dentist"
patients@ledentist4kidds.com,"Dentistry For KiDDS",http://www.ledentist4kidds.com,Tustin,California,"Paediatric Dentist"
smile@sunshinekidsdentistry.com,"Sunshine Pediatric Dentistry",http://www.sunshinekidsdentistry.com,"Yorba Linda",California,"Paediatric Dentist"
2thdr@jsmdds.occoxmail.com,"Joanne Suarez Martinez DDS Inc. Pediatric Dentistry",http://underthesea2thdr.com,"Aliso Viejo",California,"Paediatric Dentist"
smile@penroddental.com,"Penrod Dental Care",https://penroddental.com,"Rancho Santa Margarita",California,"Dental clinic"
drhoover@hooveroralsurgery.com,"Orange County Oral Surgery and Implant Center - Austin D. Hoover DDS",https://www.hooveroralsurgery.com,"Santa Ana",California,"Oral surgeon"
smile@pdsoc.com,"Premier Dental of South Orange County",http://www.pdsoc.com,"Aliso Viejo",California,"Dental clinic"
tyler@halesparker.com,"Hales Parker Dentistry",https://theladeraranchdentist.com,"Ladera Ranch",California,"Cosmetic dentist"
sist@fudan.edu.cn,"H. Guy Weichert III DDS Inc.",http://drweichertdds.com,Oroville,California,"Dental clinic"
irene@puridentistry.com,"Puri Dentistry",http://www.puridentistry.com,Oxnard,California,"Cosmetic dentist"
oxnard@spaceshipdentist.com,"Oxnard Childrens Dental Group",http://www.oxnardchildrensdentalgroup.com,Oxnard,California,"Paediatric Dentist"
sb@sunnysmilesdental.com,"Sunny Smiles Dentistry for Children and Young Adults - Oxnard",https://www.sunnysmilesdental.com,Oxnard,California,"Paediatric Dentist"
smile@insightdent.com,"Insight Dentistry",https://www.insightdent.com,Ventura,California,"Dental clinic"
simivalley@spaceshipdentist.com,"Ventura Childrens Dental Group",http://www.spaceshipdentist.com,Ventura,California,"Paediatric Dentist"
amy.bushatz@military.com,"NBVC Dental Clinic",http://www.military.com,"Port Hueneme",California,"Dental clinic"
laybaa.hernandez@dolex.com,"Oxnard Dental Practice",http://dolex.com,Oxnard,California,"General Dentistry"
lleger@s-t.com,"South Coast Dental Care",http://s-t.com,Oxnard,California,"General Dentistry"
ginger@contoursdental.com,"Monterey Dental Contours",http://rekdds.com,Monterey,California,"Cosmetic dentist"
drwagner@mulcahyfamilydentistry.com,"Mulcahy Family Dentistry",http://mulcahyfamilydentistry.com,"Palo Alto",California,"General Dentistry"
erika@ekpdental.com,"Erika L Kamayatsu-Peterson DDS",http://www.erikapetersondds.com,"Redwood City",California,"General Dentistry"
jeff@prosites.com,"Plant Robert J DDS",http://www.robertplantdds.com,"Redwood City",California,"General Dentistry"
margaret@northbaysmiles.com,"North Bay Smiles",http://www.northbaysmiles.com,Petaluma,California,"Cosmetic dentist"
nlopez@phealthcenter.org,"Petaluma Health Center Dental",https://phealthcenter.org,Petaluma,California,"Dental clinic"
steven@steveshandymanservice.org,"Lalitha Smile Dental Services",http://www.steveshandymanservice.org,Petaluma,California,"Dental clinic"
msfreydds@sbcglobal.net,"Mark S. Frey DDS",https://www.santarosacosmeticdentist.com,"Santa Rosa",California,"Cosmetic dentist"
blanca@jbbraces.com,"Dr. John R. Bottala DDS",http://www.jbbraces.com,"Chino Hills",California,"Dental clinic"
bcaputo@icdc.com,"Chino Valley Pediatric Dentistry",http://www.909kids.com,Chino,California,"Pediatric Dentist"
bcassdds@pacbell.net,"Cass Family Dentistry",https://cassfamilydentistry.com,Redding,California,"Dental clinic"
drz@drzufall.com,"Ron W Zufall DDS",https://www.drzufall.com,Redding,California,"General Dentistry"
sharlene.beltran@blueshieldca.com,"Blue Shield of California",https://www.blueshieldca.com,Redding,California,"Insurance agency"
lgrant@stsig.org,"Shasta-Trinity Schools Insurance Group",https://www.stsigjpa.com,Redding,California,"Insurance agency"
madison.faulkner.toix@statefarm.com,"Travis Foster - State Farm Insurance Agent",https://www.travisfosteragency.com,"Ste C",California,"Insurance agency"
colleen-mchugh@norcalpacific.com,"Nor Cal Pacific Insurance Services",https://www.norcalpacific.com,Redding,California,"Insurance agency"
dochemp@shasta.com,"Hemp C David DDS Inc",http://dochemp.com,Redding,California,"General Dentistry"
salescompwestregion-anthem-sm@anthem.com,"Goldenwest Dental Lab",http://goldenwestdental.com,Redding,California,"General Dentistry"
ray@rayhayden.us,"Hayden Raymond L DDS",http://rayhayden.us,Redding,California,"Oral Surgeons"
ashley@citrusds.com,"Citrus Dental Practices",https://www.citrusds.com,Redlands,California,"Dental clinic"
pearlywhitesdds@verizon.net,"Tobias Maynard DDS Inc.",https://www.pearlywhitesdds.com,Redlands,California,"Cosmetic dentist"
smiledental@vivedso.com,"Smile Dental",https://www.mvsmiledental.com,"Moreno Valley",California,"General Dentistry"
teri@drjlittlesmiles.com,"Little Smiles Pediatric Dentistry Orthodontics and Adult Dentistry",http://www.drjlittlesmiles.com,Yucaipa,California,"Paediatric Dentist"
jmstrutz@drjudystrutz.com,"Dr. Judith M. Strutz DDS",http://www.drjudystrutz.com,"San Bernardino",California,"Cosmetic dentist"
mykidsdentisthesperia@smilegeneration.com,"My Kids Dentist & Orthodontics",https://www.mykidsdentisthesperia.com,Hesperia,California,"Paediatric Dentist"
dds@friendlydentistryriverside.com,"Friendly Dentistry",https://www.friendlydentistryriverside.com,Riverside,California,"Dental clinic"
drarce@dentalimplantscenter.com,"Dental Implants Center of South Bay",http://www.dentalimplantscenter.com,"Redondo Beach",California,"Oral surgeon"
smiles@scpedsdent.com,"SoCal Pediatric Dentistry",https://www.socalpediatricdentistry.com,Torrance,California,"Paediatric Dentist"
hoffsurgery@att.net,"Martin J Hoff DDS MD",http://drmartinhoff.com,"Redwood City",California,"Oral surgeon"
drdan@lilsmilebuilders.com,"Riverside Childrens Dentistry",http://www.rcdentist.com,Riverside,California,"Paediatric Dentist"
riverside@aavadental.com,"Aava Dental Riverside",https://aavadental-riverside-ca.business.site,Riverside,California,"Dental clinic"
dravelazquez@att.net,"AV Family Dentistry",https://www.av-familydentistry.com,Riverside,California,"Dental clinic"
david.maxfield@hcahealthcare.com,"Liviu F Eftimie DDS",https://riversidecommunityhospital.secure.ehc.com,Riverside,California,"Oral Surgeons"
periodoc9@att.net,"Smiley Periodontics & Dental Implants",https://smileyimplants.com,Riverside,California,"Dental implants periodontist"
morenovalley@mykidsdentistonline.com,"My Kids Dentist & Orthodontics",https://www.mykidsdentistmorenovalley.com,Riverside,California,"Paediatric Dentist"
mykidsdentistgrove@smilegeneration.com,"My Kids Dentist",https://www.mykidsdentistgrove.com,Riverside,California,"Paediatric Dentist"
infot@towngatedentistry.com,"Towngate Family Dental & Orthodontics",https://towngatedentistry.com,"Moreno Valley",California,"General Dentistry"
jefffrancisdentistry@earthlink.net,"Jeff Francis DDS",https://drjefffrancis.com,Riverside,California,"General Dentistry"
drmccomb@adventurekidsdentalgroup.com,"Adventure Kids Dental",https://adventurekidsdentalgroup.com,Roseville,California,"Paediatric Dentist"
drmoore@kennethmooredds.com,"Kenneth Moore DDS",http://www.kennethmooredds.com,Roseville,California,"Cosmetic dentist"
drjude@rocklinkidsdentist.com,"Dr. Jude Crutchfield DMD Rocklin Kids Dentist",http://rocklinkidsdentist.com,Rocklin,California,"Paediatric Dentist"
dentist@babanmahaldds.com,"Baban Mahal D.D.S.",https://babanmahaldds.com,"Granite Bay",California,"Cosmetic dentist"
drtrout@littlefishdental.com,"Little Fish Dental - Rocklin",https://littlefishdental.com,Rocklin,California,"Paediatric Dentist"
weideman.tours@loveteeth.net,"Weideman Pediatric Dentistry and Orthodontics",https://www.sacchildrensdentist.com,"Citrus Heights",California,"Pediatric Dentist"
drantrobus@rocklinoralsurgery.com,"Rocklin Oral Surgery",https://www.rocklinoralsurgery.com,Rocklin,California,"Oral Surgeon"
drjessi@rpd1.com,"Rocklin Pediatric Dentistry",http://www.rpd1.com,Rocklin,California,"Pediatric Dentists"
bkj-nguyen@sbcglobal.net,"Star Dental Practice Orangevale",http://stardentalca.com,Orangevale,California,"General Dentistry"
centralxray@sbcglobal.net,"DDS-Sacramento Dental Complex",http://www.sacramentodentalcomplex.com,Sacramento,California,"Dental clinic"
joey@drmonicacrooks.com,"Dr. Monica Crooks DDS",https://www.drmonicacrooks.com,Sacramento,California,"Cosmetic dentist"
mthao3@halocares.org,"Sacramento Community Clinics",http://www.halocares.org,Sacramento,California,"Dental clinic"
brenda@greenhavenpd.com,"Greenhaven Pediatric Dentistry - Brenda Ho DDS",http://www.greenhavenpd.com,Sacramento,California,"Paediatric Dentist"
drstacey@staceypetersdds.com,"Stacey A. Peters-Nelson DDS APC",http://staceypetersdds.com,Sacramento,California,"Cosmetic dentist"
tammie@kingsleydds.com,"Kingsley Dental Group",http://www.kingsleydds.com,Sacramento,California,"Cosmetic dentist"
cozy@cozydentalgroup.com,"Cozy Dental Group",https://www.cozydentalgroup.com,"Elk Grove",California,"Cosmetic dentist"
woodland@mykidsdentistonline.com,"My Kids Dentist & Orthodontics",https://www.mkdwoodland.com,Woodland,California,"Paediatric Dentist"
sierrasmilesdental@smilegeneration.com,"Sierra Smiles Dentistry",https://www.sierrasmilesdental.com,Auburn,California,"Dental clinic"
brokers@healthnet.com,"Health Net",https://www.healthnet.com,Sacramento,California,"Insurance agency"
smile@boulevardfamilydentistry.com,"Boulevard Family Dentistry",http://boulevardfamilydentistry.com,"Elk Grove",California,"Dental clinic"
dds@lakepointdental.com,"Lakepoint Dental",http://www.lakepointdental.com,"Elk Grove",California,"Cosmetic dentist"
drjill@whitneydds.com,"Jill D Whitney DDS",http://whitneydds.com,Sacramento,California,"General Dentistry"
sac@valleyomfs.com,"Valley Oral and Maxillofacial Surgery",http://www.valleyomfs.com,Sacramento,California,"Oral Surgeons"
nancy@rowleyplasticsurgery.com,"Craig D Foster DDS Jd",https://www.rpmsacmetro.com,Sacramento,California,"General Dentistry"
drmireles@dentist4myfamily.com,"Greenfield & Salinas Dental Group",http://www.dentistaparamifamilia.com,Salinas,California,"General Dentistry"
jon@dentalbranding.com,"Dr. Irving Chao",http://www.chaodentalcare.com,Salinas,California,"Dentist & Dental Office"
smile@drdavidslough.com,"David L. Slough DDS",http://drdavidslough.com,"San Bernardino",California,"Dental clinic"
contact-sb@sugarbugbuster.com,"Sugar Bug Buster of San Bernardino",http://www.sugarbugbuster.com,"San Bernardino",California,"Paediatric Dentist"
laura.f@assistanceleague.org,"Dr. Earl R Cranes Children's Dental Heath Center",http://sanbernardino.assistanceleague.org,"San Bernardino",California,"Pediatric Dentists"
proofs@adamephoto.com,"Adame James F DDS",http://adamephoto.com,"San Bernardino",California,"Oral Surgeons"
drbinhoang@radiantsmilesdentalcare.com,"Radiant Smiles Dental Care: Bin Hoang DDS",https://www.mysanjuancapistranodentist.com,"San Juan Capistrano",California,"Dental clinic"
matt@dentelaw.com,"Dente Law P.C.",https://www.dentelaw.com,"San Diego",California,"Dental clinic"
