email,first_name,website,city,last_name,profession
info@glasstone.co,"Glasstone Group",http://www.glasstone.co,Orlando,Florida,"real estate agency"
info@floridatalkrealestate.com,"Florida Talk Real Estate",http://floridatalkrealestate.com,"West Palm Beach",Florida,"real estate agency"
marjie@therealrealtygroup.com,"The Real Realty Group",https://www.therealrealtygroup.com,"West Palm Beach",Florida,"real estate agency"
and@this.in,"Lang Management Co Inc",https://www.langmgmt.com,"Palm Beach Gardens",Florida,"real estate agency"
20jlelonek@atlanticland.com,"Atlantic Land Realty",http://www.atlanticland.com,"West Palm Beach",Florida,"real estate agency"
20info@leibowitzrealty.com,"Leibowitz Realty",https://www.leibowitzrealty.com,"West Palm Beach",Florida,"real estate agency"
mschenck@houseloan.com,"Cornerstone Home Lending, Inc.",http://www.houseloan.com,"Lake Worth",Florida,"real estate agency"
suzanne@frisbiepalmbeach.com,"The Corcoran Group - Frisbie Palm Beach",http://frisbiepalmbeach.com,"Palm Beach",Florida,"real estate agency"
andre@fisherauction.com,"Fisher Auction Company",http://www.fisherauction.com,"Pompano Beach",Florida,"real estate agency"
info@freedomcashhomebuyers.com,"Freedom Cash Home Buyers",https://freedomcashhomebuyers.com,Davie,Florida,"real estate agency"
ccpa@z57.com,"Pat Lutz",http://bananariverrealty.net,Melbourne,Florida,"real estate agency"
customerservice@cocoafl.org,"85 & Sunny Real Estate",http://www.85andsunnyrealestate.com,Melbourne,Florida,"real estate agency"
techsupport@parsifalcorp.com,"Parsifal Corporation",https://www.parsifalcorp.com,"Palm Bay",Florida,"real estate agency"
listingteam@c21ocean.com,"CENTURY 21 Ocean",http://www.century21ocean.com,"Cocoa Beach",Florida,"real estate agency"
april@portfoliohomes.com,"Portfolio Homes",https://www.portfoliohomes.com,Melbourne,Florida,"real estate agency"
brittany@wearelakeland.com,"Lakeland Hometown Properties",https://www.wearelakeland.com,Lakeland,Florida,"real estate agency"
does@one.in,"home pros realty",http://homeprosrealty.net,Lakeland,Florida,"real estate agency"
vikki@tampahomehunters.com,"Neidringhaus Richard",http://www.tamparealtyteam.com,Brandon,Florida,"real estate agency"
bruce@brucemyer.com,"Anchor Florida Realty",https://anchorfloridarealty.com,Brandon,Florida,"real estate agency"
info@bullsrealty.com,"BULLS REALTY LLC",http://bullsrealty.com,Brandon,Florida,"real estate agency"
answers@kenbrownlee.com,"Fish Hawk Real Estate",http://kenbrownlee.com,Lithia,FL,"real estate agency"
aodom@cartercompanyrealtors.com,"Carter Company Realtors Inc",http://www.cartercompanyrealtors.com,Valrico,Florida,"real estate agency"
info@homesinvalricofl.com,"RE/MAX All Pros",https://remaxallpros.com,,,"real estate agency"
genostopowenko@c21be.com,"rent to own houses",http://www.tampabayarearentals.com,Brandon,Florida,"real estate agency"
jbtubb@naiulyssesrealty.com,"NAI Ulysses Realty",http://naiulyssesrealty.com,Lakeland,Florida,"real estate agency"
wayne@plantcityrealty.com,"Plant City Realty Inc",http://www.plantcityrealty.com,"Plant City",Florida,"real estate agency"
broker@floridapropertycenter.com,"Florida Property Center",http://www.floridapropertycenter.com,"Cocoa Beach",Florida,"real estate agency"
ronnie@premierestateproperties.com,"Ronnie Hasozbek-Garcia, Real Estate Advisor",http://ronniehgarcia.info,"Palm Beach",Florida,"real estate agency"
mike@mikeivancevic.com,"Lendalk Properties, LLC (Palm Beach Waterfront Properties)",http://www.pbwaterfrontproperties.com,"West Palm Beach",Florida,"real estate agency"
info@armataholdings.com,"Armata Holdings Llc",http://www.armataholdings.com,"Palm Beach",Florida,"real estate agency"
cdanielson@themortgagefirm.com,"Live In Melbourne Village",http://www.liveinmelbournevillage.com,"Melbourne Village",Florida,"real estate agency"
c.phillips@callawayandprice.com,"Callaway & Price, Inc.",http://www.callawayandprice.com,Melbourne,Florida,"real estate agency"
info@springerharris.com,"Monica Hands",https://www.springerharris.com,"Pompano Beach",Florida,"real estate agency"
cam@cameronroth.com,"Cameron Roth PA Luxury Real Estate",http://www.cameronroth.com,"Fort Lauderdale",Florida,"real estate agency"
shawn@newhomesandrealty.com,"Shawn R. McDonald Realty Group, Inc.",http://shawnrmcdonaldrealty.com,Lakeland,Florida,"real estate agency"
info@mcgpop.com,"Mc Grath Poppell & Company, Inc.",http://www.mcgpop.com,Lakeland,Florida,"real estate agency"
chloe@norrisandcompanyrealty.com,"Nexthome Norris & Company Realty",http://www.norrisandcompanyrealty.com,"Winter Haven",Florida,"real estate agency"
brandon.kelter@movement.com,"The Rutherford Group - Keller Williams",http://www.trgkw.com,Tampa,Florida,"real estate agency"
info@xpresspropertyresource.com,"Xpress Property Resource",http://www.xpresspropertyresource.com,Brandon,Florida,"real estate agency"
lsm@landsouthgroup.com,"Land South Management",http://landsouthmanagement.com,Lakeland,Florida,"real estate agency"
fairlane@newbymanagement.com,"Fairlane Harbor Homes",http://www.fairlaneharborhomes.com,"Vero Beach",Florida,"real estate agency"
tinamarie@tinamariellc.com,"Tina Marie LLC",https://www.tinamariellc.com,"Winter Haven",Florida,"real estate agency"
justin@landsouthgroup.com,"Land South Realty",http://www.landsouthrealty.com,Lakeland,Florida,"real estate agency"
info@stayonsiesta.com,"Stay on Siesta Vacation Rentals",http://www.stayonsiesta.com,Sarasota,Florida,"real estate agency"
info@parksquarehomes.com,"Sandpiper Crest - A Townhome Community in FishHawk Ranch West by Park Square Homes",https://www.parksquarehomes.com,Lithia,Florida,"real estate agency"
info@themarlin.com,"The Marlin",http://themarlin.com,"Cocoa Beach",Florida,"real estate agency"
info@floridasbestrealty.com,"Florida's Best Realty",http://www.floridasbestrealty.com,"Boca Raton",Florida,"real estate agency"
info@corcoran.com,"The Corcoran Group: Cooke Team",https://www.corcoran.com,"Delray Beach",Florida,"real estate agency"
eric@thetelchingroup.com,"The Telchin Group LLC",http://www.thetelchingroup.com,"West Palm Beach",Florida,"real estate agency"
sales@mccraycoastal.com,"McCray Coastal Realty",https://mccraycoastalrealty.com,"West Palm Beach",Florida,"real estate agency"
alan@newmarbrokerage.com,"The Chriz Tokar Team - RE/MAX Integrity Group, a part of RE/MAX Advance Realty",http://www.thechriztokarteam.com,Davie,Florida,"real estate agency"
beth@sterlingfl.com,"Sterling Realty - Beth Brennan",http://flarealty.com,"Pompano Beach",Florida,"real estate agency"
bizdev@fsbo.com,Fsbo,http://fsbo.com,"Pompano Beach",Florida,"real estate agency"
team@afr-realty.com,"Access Florida Realty - Your Home Sold Guaranteed, or We'll Buy It!* - The AFR Group",http://afr-realty.com,,,"real estate agency"
christina@livingflr.com,"Jackie Griffin | Florida Lifestyle Realty",http://www.viewfloridabeachhouses.com,"Cape Canaveral",Florida,"real estate agency"
paul@premierhomesandrealestate.com,"Premier Homes & Real Estate",http://www.premierhomesandrealestate.com,Lakeland,Florida,"real estate agency"
djroy@y2krealty.com,"Y2K Realty",http://www.y2krealty.com,,,"real estate agency"
dwt@bhhsflpg.com,"Executive and Luxury Homes",http://executiveandluxuryhomes.com,Lakeland,Florida,"real estate agency"
ashley@flourishre.com,"Ashley Christie | Flourish Real Estate",http://www.happyhomemove.com,,,"real estate agency"
alysia@hellofloridarealestate.com,"HELLO FLORIDA REAL ESTATE LLC",https://www.hellofloridarealestate.com,Lakeland,Florida,"real estate agency"
michael@thenolengroup.com,"The Nolen Group, Inc",http://www.thenolengroup.com,"Winter Haven",Florida,"real estate agency"
info@sbireg.com,"SBI Real Estate Group",http://sbireg.com,Brandon,Florida,"real estate agency"
info@watsonvacationhomes.com,"Watson Vacation Homes",http://watsongroup.site,Davenport,Florida,"real estate agency"
jordan.elsen@elliman.com,"Jordan Elsen at Douglas Elliman Real Estate",https://www.elliman.com,"Palm Beach",Florida,"real estate agency"
selias@remax.net,"Elias Sam",http://sameliasremax.com,"Juno Beach",Florida,"real estate agency"
lsavin@ipre.com,"Lesley Anne Savin, P.A.",http://www.luxuryfloridapro.com,"West Palm Beach",Florida,"real estate agency"
bkrause@rapb.com,"Realtors® Commercial Alliance",http://www.rcapb.com,"West Palm Beach",Florida,"real estate agency"
kp@waterstone.ws,"WaterStone Realty",http://waterstone.ws,Stuart,Florida,"real estate agency"
info@realtyrentsandsales.com,"Realty Rents & Sales LLC",http://www.realtyrentsandsales.com,"Fort Myers",FL,"real estate agency"
info@primeintlrealty.com,"Prime International Realty",https://primeintlrealty.com,Hollywood,Florida,"real estate agency"
agnes@cornfeldgroup.com,"The Cornfeld Group",http://www.cornfeldgroup.com,Hollywood,Florida,"real estate agency"
info@optionsrealtyteam.com,"Options Realty Team LLC",http://www.optionsrealtyteam.com,Davie,Florida,"real estate agency"
ray@soleadorealty.com,"Soleado Real Estate Group",https://soleadorealty.com,Davie,Florida,"real estate agency"
info@fisherrealestateservices.com,"Fisher Real Estate Services LLC",http://fisherrealestateservices.com,"Pompano Beach",Florida,"real estate agency"
aces@acerealty.com,"Ace Realty & Investment Inc",http://www.acerealty.com,Plantation,Florida,"real estate agency"
info@vieramanagement.com,"VIO Real Estate Group",https://www.vieramanagement.com,,,"real estate agency"
mary@seasiderealty321.com,"Seaside Realty",http://seasiderealty321.com,"Cape Canaveral",Florida,"real estate agency"
homes@joybrownerealtor.com,"Joy Browne",https://joybrownerealtor.com,Lakeland,Florida,"real estate agency"
debbie_allen@verizon.net,"Debbie Sells Florida Homes",http://debbiesellsfloridahomes.com,Lakeland,Florida,"real estate agency"
doug@advantageteamrealty.com,"Help-U-Sell Express Realty",http://www.husexpress.com,Lakeland,Florida,"real estate agency"
mary.odum@floridamoves.com,"Mary Odum - Coldwell Banker",http://www.odumteam.com,Brandon,Florida,"real estate agency"
sean@aharperhome.com,"Harper Real estate Group",http://harperrealestategroup.com,Lakeland,Florida,"real estate agency"
bill.weghorst@madisonmarquette.com,"Madison Marquette",https://madisonmarquette.com,"Boca Raton",Florida,"real estate agency"
emily@aflrealtors.com,"All Florida Real Estate Group",http://www.aflrealtors.com,,,"real estate agency"
gingram@webpro-realty.com,"Geoffrey Ingram",https://geoffreyingram.com,Lakeland,Florida,"real estate agency"
masterbendersonwebsite@benderson.com,"Benderson Development Co LLC",https://bendersondevelopment.com,"Port Charlotte",Florida,"real estate agency"
acarroll@wptproperties.com,"Waypoint Properties",http://wptproperties.com,Crawfordville,Florida,"real estate agency"
carolyn.shears@colliers.com,"Parkway Realty Services",http://www.pky.com,Maitland,Florida,"real estate agency"
info@southeastcom.com,"Southeast Commercial Properties",https://www.southeastcom.com,"Palm City",Florida,"real estate agency"
agents@oldefloridarealty.com,"Olde Florida Realty",https://oldefloridarealty.com,Stuart,Florida,"real estate agency"
info@beaconcommercialrealty.com,"Beacon Commercial Realty",http://www.beaconcommercialrealty.com,Miami,Florida,"real estate agency"
achilles@cpreo.com,"Commercial Partners Real Estate",https://cpreo.com,"Boca Raton",Florida,"real estate agency"
dkmink@minkandmink.com,"Mink & Mink Inc",http://www.minkandmink.com,"Fort Lauderdale",Florida,"real estate agency"
info@buysellconnell.com,"Connell & Company Realty, Inc",http://buysellconnell.com,Pensacola,Florida,"real estate agency"
info@irentfloridahomes.com,"I Rent Florida Homes",http://www.irentfloridahomes.com,"Fort Myers",Florida,"real estate agency"
austria@floridasungroup.com,"Florida Sun Group Inc",http://www.floridasungroup.com,"Cape Coral",Florida,"real estate agency"
rick@randconstructionllc.com,"Rand Construction and Rand Florida Realty Group and Mortgage Loan Originator- NMLS #2005910",http://www.randconstructionllc.com,Wellington,Florida,"real estate agency"
info@reluxrealtygroup.com,"ReLux Realty Group",http://www.reluxrealtygroup.com,Davie,Florida,"real estate agency"
abigail@momentumlux.com,"Momentum Luxury Real Estate",http://www.momentumlux.com,Davie,Florida,"real estate agency"
buyers@greenrealty.net,"Green Realty Listings",http://greenrealtyhomelistings.com,Davie,Florida,"real estate agency"
info@ghrlty.com,"Galleria Homes Realty",https://ghrlty.com,Plantation,Florida,"real estate agency"
info@rwjrealestate.com,"RWJ Real Estate",http://rwjrealestate.com,Miami,Florida,"real estate agency"
jnussbaum@jnussbaumpa.com,"All Florida Realty Consultants",http://mybrokerisalawyer.com,Davie,Florida,"real estate agency"
mike@michaelperon.com,"South Florida Home Solutions - Michael Peron, Realtor®",http://southfloridahomesolutions.com,,,"real estate agency"
homes@scottsubko.com,"Subko Realty",http://www.subkorealty.com,,,"real estate agency"
info@optimaproperties.com,"Optima Properties",http://www.optimaproperties.com,"Boca Raton",Florida,"real estate agency"
condo@pelican.in,"RE/MAX Crown Realty",http://www.crownrealtyirc.com,Sebastian,Florida,"real estate agency"
cindy.gorsica@compass.com,"Cindy Gorsica Compass",https://www.compass.com,"Fort Lauderdale",Florida,"real estate agency"
cynthia@dilavore.com,"DiLavore Properties Inc.",http://dilavore.com,Melbourne,FL,"real estate agency"
alan@ajnsurveying.com,"AJN Surveying LLC",http://www.ajnsurveying.com,Auburndale,Florida,"real estate agency"
anand@prgtampa.com,"Pangea Realty Group",http://www.prgtampa.com,Tampa,Florida,"real estate agency"
info@aflrealtors.com,"All Florida Real Estate Group",https://www.aflrealtors.com,Brandon,Florida,"real estate agency"
jasonprieto@kw.com,"The Prieto Group Keller Williams Realty Winter Haven",http://www.theprietogroup.com,,,"real estate agency"
relopro@bhhsfloridarealty.com,"Team Platinum of Naples",https://www.teamplatinumofnaples.com,Naples,Florida,"real estate agency"
brittany@leaprealtygroup.com,"Leap Realty Group & Military Tampa Homes",http://www.leaprealtygroup.com,Tampa,Florida,"real estate agency"
info@provman.com,"Providence Management Company, LLC",http://www.provman.com,Tampa,Florida,"real estate agency"
info@tmimscorp.com,"Buyer's Rep., Inc.",http://www.buyersrepinc.com,Lakeland,Florida,"real estate agency"
city@one.in,"Town & Country Real Estate",http://townandcountry.net,"Winter Haven",Florida,"real estate agency"
info@griffinexecutiverealty.com,"Griffin Executive Realty",http://www.griffinexecutiverealty.com,"Plant City",Florida,"real estate agency"
ashley.vaughn@iberiabank.com,"Lashley Realty Group LLC",http://karriemah.realtor,"Port St. Lucie",Florida,"real estate agency"
carol@harborpointrealty.com,"Your Home Sold Guaranteed - The Paul Parker Team at Harbor Point Realty",https://www.paulparkerteam.com,Crawfordville,Florida,"real estate agency"
info@apartmentassetadvisors.com,"Apartment Asset Advisors",http://apartmentassetadvisors.com,"Atlantic Beach",Florida,"real estate agency"
dianne@tradewindre.com,"Tradewind Real Estate - Dianne Chandler, Broker",https://tradewindre.com,Stuart,Florida,"real estate agency"
info@naisouthcoast.com,"NAI Southcoast",https://www.naisouthcoast.com,"Palm City",Florida,"real estate agency"
contact@4percentlistingrealty.com,"4 Percent Listing Realty",https://4percentlistingrealty.com,"Palm City",Florida,"real estate agency"
don@sailfishcommercial.com,"sailfish commercial",http://www.sailfishcommercial.com,Stuart,Florida,"real estate agency"
6aclosings@qintco.com,"100% Real Estate Inc.",http://100reo.com,Orlando,Florida,"real estate agency"
investor.relations@firstam.com,"First American Capital Corporation",http://www.firstam.com,Orlando,Florida,"real estate agency"
kgrant@grantandassociatesre.com,"Grant & Associates Real Estate Inc - Kenneth Grant Licensed Real Estate Broker",https://www.realestateagentdavie.com,Davie,Florida,"real estate agency"
gisele.camargo@elliman.com,"Gisele Camargo - Realtor - Douglas Elliman Real Estate",https://www.elliman.com,"Boca Raton",Florida,"real estate agency"
vicci.read@compass.com,"Vicci Read Group",http://viccireadgroup.com,"Fort Lauderdale",Florida,"real estate agency"
info@soflolives.com,SoFloLives,http://www.soflolives.com,"Port St. Lucie",Florida,"real estate agency"
homes@floridarealtyfusion.com,"Florida Realty Fusion, Corp.",https://www.floridarealtyfusion.com,"Fort Lauderdale",Florida,"real estate agency"
issac.rojas@soflohome.com,"Roberta Lucas Realtor",http://soflohome.com,"Fort Lauderdale",Florida,"real estate agency"
aries@ariestheagent.com,"Aries Coll Real Estate",https://www.ariestheagent.com,,,"real estate agency"
dougpierson@piersonpropertygroup.com,"Yoly Pierson Tampa Bay Realtor",https://piersonpropertygroup.com,,,"real estate agency"
bill@wheelerappraisals.com,"Wheeler Appraisals",https://wheelerappraisals.com,Lakeland,Florida,"real estate agency"
brandon.kneer@polk-fl.net,"Florida Land Office",http://floridalandoffice.com,Bartow,Florida,"real estate agency"
candace.friis@corcoran.com,"Candace Friis: The Corcoran Group",http://candacefriis.com,"Delray Beach",Florida,"real estate agency"
s.morehead@langrealty.com,"Sheri Morehead - Lang Realty",http://www.sherimorehead.com,"Delray Beach",Florida,"real estate agency"
mferreira@mafrealty.com,"M.A.F. Realty, Inc.",http://maf-realty.com,"Port St. Lucie",Florida,"real estate agency"
renaldo@buyfloridahomescash.com,"Buy Florida Homes Cash",https://buyfloridahomescash.com,,,"real estate agency"
b.tomljanovic@langrealty.com,"Bonnie Tomljanovic - Lang Realty",http://www.bonniesellsfloridahomes.com,"Palm Beach Gardens",Florida,"real estate agency"
info@condohotelcenter.com,"Condo Hotel Center",http://www.condohotelcenter.com,"Pembroke Pines",Florida,"real estate agency"
info@jorgecastillorealty.com,"Jorge R. Castillo, P.A.",https://jorgecastillorealty.com,"Pembroke Pines",Florida,"real estate agency"
helpdesk@salecore.com,"Epic Choice Realty",http://epicchoicerealty.com,Miami,Florida,"real estate agency"
maia@duoglobal.com,"duo global real estate group",http://www.duoglobal.com,"Hallandale Beach",Florida,"real estate agency"
emartinez@onesothebysrealty.com,"Worldwide Properties South Beach Branch",http://www.worldwideproperties.com,"Miami Beach",Florida,"real estate agency"
alba@emeraldoceanre.com,"Emerald Ocean Real Estate, LLC - Coral Gables",http://emeraldoceanre.com,"Coral Gables",Florida,"real estate agency"
eduardo@skyavenuerealty.com,"Sky Avenue Realty LLC",https://skyavenuerealty.com,Miami,Florida,"real estate agency"
andrew@ahifl.com,"Go To The Beach - Christie's International Real Estate",http://www.gotothebeach.com,"Santa Rosa Beach",Florida,"real estate agency"
robert@myrealestateadvocate.com,"Robert Edward Paucar - Realtor",https://myrealestateadvocate.com,"Pembroke Pines",Florida,"real estate agency"
info@orrealestatepractice.com,"Oyler & Robinson Real Estate Practice",http://www.orrealestatepractice.com,"Fort Lauderdale",Florida,"real estate agency"
info@miamiprg.com,"Property Realty Group",http://www.miamiprg.com,Weston,Florida,"real estate agency"
info@estatequestrealty.com,"EstateQuest Realty",https://www.estatequestrealty.com,Davie,Florida,"real estate agency"
kadams@robinettehomes.com,"Hawks Landing Realty",http://www.hawkslandingrealty.net,Plantation,Florida,"real estate agency"
hwintz@iconicrealtyllc.com,"Iconic Realty LLC",http://www.iconicrealtyllc.com,Davie,Florida,"real estate agency"
carrie@primeplusrealestate.com,"Prime Plus Real Estate Inc",https://www.primeplusrealestate.com,"Lake Wales",Florida,"real estate agency"
student.service@moseley.org,"Moseley Real Estate Schools",https://moseley.org,"North Lauderdale",Florida,"real estate agency"
arbitrationoptout@trgc.com,"Sunbelt Title",http://www.sunbelttitle.com,Naples,Florida,"real estate agency"
info@alpinatitle.com,"Alpina Title",http://www.alpinatitle.com,Jacksonville,FL,"real estate agency"
alex.vila@nationslending.com,"URBN Village on 5th Avenue",http://www.reallistingagent.com,"Oakland Park",Florida,"real estate agency"
pr@stiles.com,"Stiles Realty",https://stiles.com,Orlando,Florida,"real estate agency"
horacio@avenewmiami.com,"Avenew Realty Corp",https://www.avenewmiami.com,Doral,Florida,"real estate agency"
compliance@londonfoster.com,"London Foster Realty - Aventura",https://www.joinlondonfoster.com,Aventura,Florida,"real estate agency"
ealava@alternativerealtygroup.com,"Alternative Realty Group",http://www.alternativerealtygroup.com,Miami,Florida,"real estate agency"
barbara@parlavecchioteam.com,"Barbara Parlavecchio Ortis",https://www.parlavecchioteam.com,"Pembroke Pines",Florida,"real estate agency"
info@realtybrokerage.com,"Realty Brokerage - Waterfront Homes",http://www.realty-brokerage.com,,,"real estate agency"
gkeller@ifgrr.com,"Your Florida Home Team Inc.",http://www.yourfloridahometeam.com,"Fort Myers",Florida,"real estate agency"
info@lionsgrouprealty.com,"Lion's Group Realty",https://www.lionsgrouprealty.com,Tampa,Florida,"real estate agency"
reggie@saylorgroup.com,"Radius Hollywood",http://www.radiushollywood.org,"Fort Lauderdale",Florida,"real estate agency"
blogs@wordpress.com,"Kimberly Powers",http://www.insightontheweb.com,"Fort Myers",Florida,"real estate agency"
jack.elkins@raveis.com,"William Raveis South Florida - Jack Elkins",https://www.raveis.com,"Palm Beach",Florida,"real estate agency"
dolores@doloresroth.com,"Dolores Roth - Keller Williams Preferred Partners",http://doloresroth.com,"West Palm Beach",Florida,"real estate agency"
division@c21alliancerealty.com,"Century 21 Alliance Realty",http://c21alliancerealty.com,Brooksville,Florida,"real estate agency"
alexis@theatlasgroup.com,"Lindsay Klucznik Florida Real Estate Agent",https://listings.homesofhernando.com,,,"real estate agency"
steve@msfshome.com,"E Loans Mortgage, Steve Fingerman",http://www.e-loanmortgage.com,"Spring Hill",Florida,"real estate agency"
info@premierflrealty.com,"Premier Florida Realty",http://www.premierflrealty.com,"Fort Myers",Florida,"real estate agency"
info@royalshellsales.com,"Royal Shell Real Estate",https://www.royalshellrealestate.com,Captiva,Florida,"real estate agency"
allison@soldbymarcus.com,"Marcus & Company Realty, LLC",http://www.soldbymarcus.com,Bradenton,Florida,"real estate agency"
francisek@bellsouth.net,"Southern Coast to Country Realty Inc./ Broker-Owner, Fran Cisek",http://southerncoasttocountry.com,Brooksville,Florida,"real estate agency"
brooksville@dennisrealty.com,"Dennis Realty & Investment Corporation Brooksville",https://dennisrealty.com,Brooksville,Florida,"real estate agency"
kathyschmidt@remax.net,"Kathy Schmidt Remax Real Estate Agent",http://www.springhillagent.com,"Spring Hill",Florida,"real estate agency"
bob@waypointinspection.com,"Profusion Property Group, powered by Future Home Realty",http://www.profusionpg.net,"Spring Hill",Florida,"real estate agency"
team@weavergroupoffice.com,"The Weaver Group Realty. Inc.",http://www.theweavergrouprealty.com,"Hernando Beach",Florida,"real estate agency"
info@heartoffloridarealty.com,"Heart of Florida Realty llc Stephanie Rotunda",http://www.heartoffloridarealty.com,Brooksville,Florida,"real estate agency"
contact@southernbellerealty.com,"Southern Belle Realty, Inc.",http://www.southernbellerealty.com,Brooksville,Florida,"real estate agency"
fhamlett@hamptongolfclubs.com,"Southern Hills Plantation",https://sohilly.com,Brooksville,Florida,"real estate agency"
jimmy@rbuckner.com,"Robert A Buckner & Associates Inc",https://rbuckner.com,Brooksville,Florida,"real estate agency"
sergio@duranduranrealtyfl.com,"Sergio Duran Group Real Estate Services, L.L.C.",http://www.sergioduran.com,"Miami Lakes",Florida,"real estate agency"
info@abodegroupflorida.com,"Abode Realty",http://www.aboderealty.com,Lauderdale-By-The-Sea,Florida,"real estate agency"
info@sasco-realty.com,"Sasco Realty - Vivian Sassi Broker",http://www.sasco-realty.com,"Miami Beach",Florida,"real estate agency"
adam@grovetownproperties.com,"Grove Town Properties, Inc",http://www.grovetownproperties.com,Miami,Florida,"real estate agency"
hanh@sodire.com,"Sodi Real Estate LLC",http://www.sodire.com,"Fort Lauderdale",Florida,"real estate agency"
info@korescorp.com,"KoRes Real Estate and Business Consulting",http://www.korescorp.com,Weston,Florida,"real estate agency"
scott.gearhart@floridamoves.com,"Coldwell Banker Lake Wales",https://www.coldwellbankerhomes.com,"Lake Wales",Florida,"real estate agency"
info@topvillasrealty.com,"Top Villas Realty",https://www.topvillasrealty.com,Davenport,Florida,"real estate agency"
alex@reunionrealtor.com,"Reunion Florida Realty",http://www.reunionsells.com,Celebration,Florida,"real estate agency"
info@banner-international.com,"Banner International",http://banner-international.com,Holiday,Florida,"real estate agency"
mgrimes@bhhsflpg.com,"Melinda Grimes, Broker Associate | Realtor®",https://mgrimes.bhhsfloridaproperties.com,"Spring Hill",Florida,"real estate agency"
buddy@tommiedawson.com,"Tommie Dawson Realty",http://tommiedawson.com,Brooksville,Florida,"real estate agency"
info@c21naturecoast.com,"Century 21 Nature Coast",http://www.c21naturecoast.com,"Crystal River",Florida,"real estate agency"
info@mirealestate.us,"MI Real Estate",https://mirealestate.us,Davie,Florida,"real estate agency"
armando@santanagroupre.com,"Teresa Santana",http://browardluxuryestate.com,"Southwest Ranches",Florida,"real estate agency"
ajcuervo@cuervorealestate.com,"Cuervo Real Estate Advisors",http://www.cuervorealestate.com,Tampa,Florida,"real estate agency"
cmonroe@monroe-giordano.com,"Monroe & Giordano",https://www.monroe-giordano.com,Tampa,Florida,"real estate agency"
cynthia.lupi@floridanetworkrealty.com,"Cynthia Lupi Realtor",https://www.cynthialupi.com,,,"real estate agency"
mbennett1@remax.net,"RE/MAX MARKETING SPECIALISTS-Michelle Bennett TEAMBENNETT GROUP",http://www.teambennett2.com,"Spring Hill",Florida,"real estate agency"
hoa@firstinpm.com,"First in Real Estate Services, Inc.",https://www.firstinres.com,"Dade City",Florida,"real estate agency"
marie@marieinspringhill.com,"Marie McLaughlin - Century 21 Alliance realty",https://www.marieinspringhill.com,"Spring Hill",Florida,"real estate agency"
amber@kingofrealestate.com,"King & Associates Real Estate",http://www.kingofrealestate.com,"Dade City",Florida,"real estate agency"
info@ameriteamrealty.com,"AmeriTeam Realty",http://www.ameriteamrealty.com,Orlando,Florida,"real estate agency"
info@treisterdesign.com,"Treister Design & Development Inc",https://www.treisterdesign.com,Miami,Florida,"real estate agency"
info@orealestate.com,"Optima Real Estate - Auction, Tax deed & Investment",http://orealestate.com,"Fort Lauderdale",Florida,"real estate agency"
mail@mail.com,"Chad Stewart - Broker Associate - Rockford Realty Group",http://www.chadstewart.com,"Lake City",Florida,"real estate agency"
nblair@blairrealtygroup.com,"Blair Realty Group Inc",https://blairrealtygroup.com,Orlando,Florida,"real estate agency"
alarene.knight@remax.net,"RE/MAX Marketing Specialists",http://www.remax.com,Brooksville,Florida,"real estate agency"
rentals@gulfbayvacations.com,"Gulf Bay Vacations",http://www.gulfbayvacations.com,,,"real estate agency"
contact@realtyspace.com,"Jessica Zapata Realtor",https://jessicazapatarealtor.com,"Fort Myers",Florida,"real estate agency"
sieglers@miamipropertyshop.com,"Miami Property Shop",http://miamipropertyshop.com,Miami,Florida,"real estate agency"
carolyn@smoothsale-ingestatesales.com,"Smooth Sale Ing Estate Liquidations",http://smoothsale-ingestatesales.com,"Spring Hill",Florida,"real estate agency"
julio@juliomario.com,"West Coast Diamond Realty Inc",https://www.juliomario.com,Hudson,Florida,"real estate agency"
careers@ellisonrealty.com,"Ellison Realty Inc",https://www.ellisonrealty.com,Ocala,Florida,"real estate agency"
servingyou@eraamericanrealty.com,"ERA American Realty & Investment",https://www.eraamericanrealty.com,Inverness,Florida,"real estate agency"
info@citruscountycentury21.com,"Century 21 J.W. Morton Real Estate",http://citruscountycentury21.com,Inverness,Florida,"real estate agency"
andrewburkhart@fibermortgage.com,"Vidler Realty, LLC",http://www.vidlerrealty.com,Groveland,Florida,"real estate agency"
info@tidalrealtyflorida.com,"Tidal Realty Group, Inc",http://www.tidalrealtyflorida.com,"Miami Beach",Florida,"real estate agency"
firweb@fir.com,"Fortune International Realty",https://fortunerealtymiami.com,Miami,Florida,"real estate agency"
ben@westavenuerealty.com,"West Avenue Realty",http://www.westavenuerealty.com,"Coral Gables",Florida,"real estate agency"
hello@homesforheroes.com,"Homes for Heroes",http://www.homesforheroes.com,Orlando,Florida,"real estate agency"
larry@bestwayrealtysales.com,"Bestway Realty Sales LLC",http://bestwayrealtysales.com,Miami,Florida,"real estate agency"
aburke@adrianknowsmiamiluxury.com,"Adrian Burke - ONE Sotheby's International Realty",http://www.waterfrontmiamiresidences.com,Miami,Florida,"real estate agency"
carrie@areafla.com,"Area Real Estate, LLC",http://areafla.com,Tampa,Florida,"real estate agency"
dagreco@verizon.net,"Frank Vacanti Realty Inc",http://www.frankvacantirealty.com,Tampa,Florida,"real estate agency"
steve@thefloridaauthority.com,"Cornerstone Properties International",http://www.thefloridaauthority.com,Tampa,Florida,"real estate agency"
